Rank,Word,Part-of-speech,frequency,Dispersion,Normalization
2395,transportation,n,14516,0.93,0.000437556220596231
2327,habit,n,14501,0.96,0.000436875446474362
2370,monitor,v,14499,0.94,0.000436784676591446
2494,convention,n,14497,0.88,0.00043669390670853
2334,whenever,r,14484,0.96,0.000436103902469576
2385,peak,n,14481,0.94,0.000435967747645202
2404,strongly,r,14459,0.93,0.000434969278933127
2315,intense,j,14452,0.97,0.000434651584342921
2359,king,n,14445,0.95,0.000434333889752716
2337,another,p,14441,0.96,0.000434152349986884
2376,commander,n,14425,0.94,0.000433426190923556
2378,arrangement,n,14403,0.94,0.000432427722211481
2402,breakfast,n,14397,0.93,0.000432155412562733
2390,equally,r,14389,0.94,0.00043179233303107
2400,commission,n,14371,0.94,0.000430975404084826
2411,veteran,n,14366,0.93,0.000430748479377536
2436,smoke,n,14327,0.92,0.000428978466660676
2366,accomplish,v,14325,0.96,0.00042888769677776
2477,swing,v,14317,0.90,0.000428524617246096
2392,wire,n,14310,0.95,0.000428206922655891
2362,still,j,14308,0.96,0.000428116152772975
2381,usual,j,14305,0.95,0.000427979997948601
2463,recognition,n,14249,0.91,0.000425438441226955
2382,anger,n,14241,0.95,0.000425075361695291
2419,crucial,j,14234,0.94,0.000424757667105085
2499,construct,v,14234,0.89,0.000424757667105085
2409,race,v,14233,0.94,0.000424712282163627
2365,mood,n,14227,0.96,0.00042443997251488
2352,mystery,n,14211,0.97,0.000423713813451552
2447,designer,n,14210,0.92,0.000423668428510094
2581,disability,n,14197,0.86,0.000423078424271141
2406,luck,n,14186,0.95,0.000422579189915103
2355,other,i,14165,0.97,0.000421626106144486
2597,criteria,n,14160,0.86,0.000421399181437196
2379,concentrate,v,14155,0.96,0.000421172256729906
2444,smooth,j,14148,0.93,0.0004208545621397
2501,pan,n,14148,0.90,0.0004208545621397
2423,exception,n,14136,0.94,0.000420309942842205
2403,stop,n,14117,0.95,0.000419447628954503
2415,nervous,j,14100,0.95,0.000418676084949718
2448,personnel,n,14095,0.93,0.000418449160242428
2396,holy,j,14090,0.96,0.000418222235535138
2489,anxiety,n,14088,0.91,0.000418131465652222
2488,phenomenon,n,14087,0.91,0.000418086080710765
2408,constant,j,14069,0.95,0.000417269151764521
2407,so-called,j,14065,0.96,0.000417087611998689
2505,administrator,n,14058,0.90,0.000416769917408484
2429,electronic,j,14057,0.94,0.000416724532467026
2509,consideration,n,14047,0.90,0.000416270683052446
2481,publication,n,14045,0.92,0.00041617991316953
2545,protein,n,14036,0.89,0.000415771448696408
2461,silver,n,14033,0.92,0.000415635293872034
2420,bury,v,14030,0.95,0.000415499139047661
2430,ally,n,14025,0.94,0.000415272214340371
2399,command,n,14022,0.96,0.000415136059515997
2410,clinic,n,14016,0.96,0.000414863749867249
2555,Palestinian,j,14008,0.88,0.000414500670335585
2421,pray,v,14006,0.95,0.000414409900452669
2468,watch,n,13996,0.93,0.00041395605103809
2498,exhibition,n,13987,0.91,0.000413547586564968
2459,supporter,n,13970,0.93,0.000412776042560183
2384,heavily,r,13964,0.97,0.000412503732911435
2464,retirement,n,13964,0.93,0.000412503732911435
2491,wet,j,13963,0.92,0.000412458347969977
2471,moon,n,13959,0.92,0.000412276808204145
2510,CEO,n,13956,0.91,0.000412140653379771
2482,pretty,j,13951,0.92,0.000411913728672481
2435,tower,n,13948,0.95,0.000411777573848107
2441,toy,n,13935,0.94,0.000411187569609154
2414,capable,j,13933,0.96,0.000411096799726238
2442,prisoner,n,13928,0.94,0.000410869875018948
2434,surely,r,13904,0.95,0.000409780636423957
2508,mayor,n,13903,0.91,0.000409735251482499
2416,tourist,n,13895,0.96,0.000409372171950835
2476,salary,n,13885,0.93,0.000408918322536256
2553,diversity,n,13872,0.89,0.000408328318297302
2449,shape,v,13859,0.94,0.000407738314058349
2512,pink,j,13849,0.91,0.000407284464643769
2525,stomach,n,13845,0.91,0.000407102924877937
2532,recipe,n,13840,0.90,0.000406876000170647
2536,elementary,j,13831,0.90,0.000406467535697526
2453,belt,n,13826,0.94,0.000406240610990236
2445,nearby,j,13820,0.95,0.000405968301341488
2478,observer,n,13806,0.93,0.000405332912161077
2621,terrorism,n,13806,0.87,0.000405332912161077
2560,essay,n,13802,0.89,0.000405151372395245
2473,junior,j,13797,0.93,0.000404924447687955
2549,Latin,j,13797,0.90,0.000404924447687955
2590,onion,n,13769,0.88,0.000403653669327132
2437,confront,v,13757,0.96,0.000403109050029636
2455,birthday,n,13757,0.95,0.000403109050029636
2966,mm-hmm,u,13755,0.73,0.00040301828014672
2497,assist,v,13748,0.93,0.000402700585556515
2470,corn,n,13739,0.94,0.000402292121083393
2483,crop,n,13733,0.94,0.000402019811434645
2524,testing,n,13725,0.92,0.000401656731902982
2705,ie,r,13724,0.83,0.000401611346961524
2514,estimate,n,13718,0.92,0.000401339037312776
2466,recovery,n,13703,0.95,0.000400658263190906
2517,poem,n,13702,0.92,0.000400612878249448
2515,buck,n,13693,0.92,0.000400204413776327
2428,block,v,13688,0.97,0.000399977489069037
2485,strike,n,13686,0.94,0.000399886719186121
2432,reputation,n,13681,0.96,0.000399659794478831
2557,employment,n,13673,0.90,0.000399296714947167
2438,pure,j,13671,0.96,0.000399205945064251
2457,perfectly,r,13671,0.95,0.000399205945064251
2518,grandmother,n,13670,0.92,0.000399160560122793
2460,accompany,v,13666,0.95,0.000398979020356962
2465,flag,n,13655,0.95,0.000398479786000924
2571,origin,n,13654,0.90,0.000398434401059466
2502,consultant,n,13646,0.93,0.000398071321527802
2484,dig,v,13633,0.94,0.000397481317288849
2462,teenager,n,13615,0.95,0.000396664388342605
2474,rather,c,13611,0.95,0.000396482848576774
2617,fiber,n,13606,0.88,0.000396255923869484
2431,journey,n,13599,0.97,0.000395938229279278
2547,absence,n,13597,0.92,0.000395847459396362
2607,clinical,j,13593,0.89,0.00039566591963053
2443,fellow,j,13585,0.97,0.000395302840098866
2528,install,v,13584,0.92,0.000395257455157409
2641,wave,v,13567,0.87,0.000394485911152623
2534,preparation,n,13553,0.92,0.000393850521972212
2503,soon,c,13547,0.94,0.000393578212323464
2472,inner,j,13545,0.95,0.000393487442440548
2522,enterprise,n,13542,0.93,0.000393351287616174
2451,relative,n,13541,0.97,0.000393305902674716
2487,plant,v,13526,0.95,0.000392625128552847
2535,wooden,j,13518,0.92,0.000392262049021183
2458,coast,n,13515,0.96,0.000392125894196809
2516,historic,j,13507,0.94,0.000391762814665145
2574,quietly,r,13503,0.91,0.000391581274899313
2500,viewer,n,13479,0.94,0.000390492036304322
2480,straight,j,13474,0.96,0.000390265111597033
2513,smoke,v,13438,0.94,0.000388631253704546
2564,historian,n,13437,0.92,0.000388585868763088
2526,apparent,j,13434,0.93,0.000388449713938714
2629,assumption,n,13434,0.89,0.000388449713938714
2492,literally,r,13425,0.95,0.000388041249465592
2697,cheek,n,13411,0.86,0.000387405860285181
2586,professional,n,13402,0.91,0.000386997395812059
2496,supply,v,13399,0.95,0.000386861240987685
2486,permanent,j,13390,0.96,0.000386452776514564
2613,ingredient,n,13382,0.90,0.0003860896969829
2544,drawing,n,13377,0.93,0.00038586277227561
2567,substantial,j,13376,0.92,0.000385817387334152
2504,line,v,13373,0.95,0.000385681232509778
2543,tube,n,13364,0.93,0.000385272768036656
2620,snap,v,13362,0.90,0.000385181998153741
2603,arise,v,13351,0.91,0.000384682763797703
2563,cake,n,13336,0.92,0.000384001989675833
2493,resist,v,13330,0.96,0.000383729680027086
2551,jail,n,13324,0.93,0.000383457370378338
2619,Islamic,j,13323,0.90,0.00038341198543688
2507,occasionally,r,13321,0.95,0.000383321215553964
2623,incorporate,v,13310,0.90,0.000382821981197926
2600,alternative,j,13289,0.91,0.000381868897427309
2587,effectively,r,13277,0.92,0.000381324278129814
2671,darkness,n,13275,0.88,0.000381233508246898
2537,concert,n,13270,0.94,0.000381006583539608
2569,particular,r,13259,0.92,0.00038050734918357
2583,general,r,13256,0.92,0.000380371194359196
2634,provision,n,13256,0.90,0.000380371194359196
2479,due,j,13252,0.97,0.000380189654593365
2490,unlike,i,13248,0.97,0.000380008114827533
2589,pack,n,13238,0.92,0.000379554265412953
2702,like,r,13238,0.87,0.000379554265412953
2523,favor,v,13235,0.95,0.000379418110588579
2588,biological,j,13233,0.92,0.000379327340705663
2506,date,v,13231,0.96,0.000379236570822747
2576,conventional,j,13209,0.93,0.000378238102110672
2540,intention,n,13207,0.94,0.000378147332227756
2538,aggressive,j,13191,0.95,0.000377421173164429
2605,nevertheless,r,13190,0.92,0.000377375788222971
2495,embrace,v,13183,0.97,0.000377058093632765
2511,secure,v,13181,0.96,0.000376967323749849
2638,developing,j,13171,0.90,0.000376513474335269
2520,fifth,m,13150,0.96,0.000375560390564652
2601,utility,n,13150,0.92,0.000375560390564652
2615,Muslim,j,13147,0.92,0.000375424235740278
2530,suggestion,n,13145,0.95,0.000375333465857362
2651,yell,v,13131,0.90,0.000374698076676951
2533,reasonable,j,13130,0.95,0.000374652691735493
2568,pop,v,13123,0.93,0.000374334997145287
2685,beat,n,13118,0.88,0.000374108072437997
2529,sensitive,j,13115,0.96,0.000373971917613623
2519,bind,v,13109,0.96,0.000373699607964876
2593,brand,n,13103,0.93,0.000373427298316128
2760,Olympic,j,13072,0.85,0.000372020365130931
2550,rapidly,r,13066,0.95,0.000371748055482183
2542,extreme,j,13064,0.95,0.000371657285599267
2599,via,i,13064,0.93,0.000371657285599267
2548,roll,n,13053,0.95,0.00037115805124323
2527,weigh,v,13051,0.96,0.000371067281360314
2546,quit,v,13045,0.95,0.000370794971711566
2565,negotiate,v,13043,0.94,0.00037070420182865
2570,specialist,n,13041,0.94,0.000370613431945734
2521,constantly,r,13033,0.97,0.00037025035241407
2610,wage,n,13033,0.93,0.00037025035241407
2531,mail,n,13024,0.96,0.000369841887940949
2622,refugee,n,13010,0.92,0.000369206498760537
2578,count,n,13007,0.94,0.000369070343936163
2598,dealer,n,12999,0.93,0.0003687072644045
2541,channel,n,12975,0.96,0.000367618025809508
2591,deputy,n,12972,0.94,0.000367481870985135
2604,armed,j,12966,0.93,0.000367209561336387
2562,giant,j,12963,0.95,0.000367073406512013
2582,shell,n,12957,0.94,0.000366801096863265
2700,mechanism,n,12948,0.89,0.000366392632390143
2552,comment,v,12930,0.96,0.0003655757034439
2579,depth,n,12927,0.95,0.000365439548619526
2554,honest,j,12916,0.96,0.000364940314263489
2584,criticize,v,12906,0.94,0.000364486464848909
2595,mad,j,12903,0.94,0.000364350310024535
2592,flat,j,12899,0.94,0.000364168770258703
2556,pace,n,12891,0.96,0.000363805690727039
2558,speaker,n,12889,0.96,0.000363714920844124
2616,dream,v,12887,0.93,0.000363624150961208
2580,wealth,n,12886,0.95,0.00036357876601975
2609,schedule,v,12881,0.94,0.00036335184131246
2602,precisely,r,12878,0.94,0.000363215686488086
2596,award,n,12874,0.94,0.000363034146722254
2630,gear,n,12872,0.93,0.000362943376839338
2539,false,j,12871,0.97,0.00036289799189788
2624,hip,n,12863,0.93,0.000362534912366217
2636,assign,v,12836,0.93,0.000361309518946851
2692,cooperation,n,12833,0.90,0.000361173364122478
2573,mine,n,12824,0.95,0.000360764899649356
2661,Canadian,j,12820,0.91,0.000360583359883524
2566,restore,v,12814,0.96,0.000360311050234776
2723,literary,j,12801,0.88,0.000359721045995823
2572,approval,n,12795,0.96,0.000359448736347075
2632,barrier,n,12772,0.93,0.000358404882693542
2577,drop,n,12757,0.96,0.000357724108571672
2779,telescope,n,12754,0.86,0.000357587953747298
2644,index,n,12751,0.93,0.000357451798922925
2559,impression,n,12746,0.97,0.000357224874215635
2585,fast,j,12738,0.96,0.000356861794683971
2618,activist,n,12737,0.94,0.000356816409742513
2575,advise,v,12709,0.96,0.00035554563138169
2747,spokesman,n,12689,0.88,0.000354637932552531
2647,draft,n,12684,0.93,0.000354411007845241
2785,tournament,n,12684,0.87,0.000354411007845241
2659,chocolate,n,12682,0.92,0.000354320237962325
2683,testimony,n,12679,0.91,0.000354184083137951
2640,chemical,n,12673,0.94,0.000353911773489203
2666,spin,v,12673,0.92,0.000353911773489203
2678,paint,n,12673,0.91,0.000353911773489203
2662,ceiling,n,12668,0.92,0.000353684848781914
2755,whereas,c,12668,0.88,0.000353684848781914
2643,teen,n,12663,0.94,0.000353457924074624
2637,gang,n,12662,0.94,0.000353412539133166
2681,lawsuit,n,12656,0.91,0.000353140229484418
2606,highway,n,12649,0.96,0.000352822534894212
2675,yield,v,12634,0.92,0.000352141760772343
2635,killer,n,12631,0.94,0.000352005605947969
2628,valuable,j,12628,0.94,0.000351869451123595
2627,corporation,n,12612,0.95,0.000351143292060268
2639,classic,j,12610,0.94,0.000351052522177352
2614,stake,n,12603,0.96,0.000350734827587146
2664,advertising,n,12601,0.93,0.00035064405770423
2665,universal,j,12590,0.93,0.000350144823348192
2674,super,j,12586,0.92,0.00034996328358236
2801,pause,v,12583,0.87,0.000349827128757987
2608,routine,n,12576,0.96,0.000349509434167781
2712,constitutional,j,12567,0.91,0.000349100969694659
2646,advocate,n,12565,0.94,0.000349010199811743
2612,phrase,n,12558,0.96,0.000348692505221537
2668,button,n,12552,0.93,0.00034842019557279
2594,assure,v,12542,0.97,0.00034796634615821
2625,ultimate,j,12542,0.95,0.00034796634615821
2653,distant,j,12542,0.94,0.00034796634615821
2749,latter,d,12527,0.89,0.000347285572036341
2626,switch,v,12508,0.95,0.000346423258148639
2642,label,n,12497,0.95,0.000345924023792602
2631,graduate,v,12480,0.95,0.000345152479787816
2725,stupid,j,12467,0.91,0.000344562475548863
2649,heaven,n,12461,0.95,0.000344290165900115
2691,furniture,n,12461,0.92,0.000344290165900115
2713,pant,n,12457,0.91,0.000344108626134283
2655,satellite,n,12438,0.94,0.000343246312246582
2737,wipe,v,12435,0.91,0.000343110157422208
2663,sweep,v,12431,0.94,0.000342928617656376
2645,vacation,n,12424,0.95,0.00034261092306617
2669,bell,n,12421,0.94,0.000342474768241796
2611,normally,r,12402,0.97,0.000341612454354095
2715,infection,n,12402,0.92,0.000341612454354095
2696,taste,v,12397,0.93,0.000341385529646805
2658,clock,n,12395,0.95,0.000341294759763889
2654,drama,n,12393,0.95,0.000341203989880973
2676,fence,n,12390,0.94,0.0003410678350566
2660,Italian,j,12384,0.95,0.000340795525407852
2707,resort,n,12379,0.92,0.000340568600700562
2687,found,v,12376,0.93,0.000340432445876188
2650,rough,j,12365,0.96,0.00033993321152015
2648,extraordinary,j,12356,0.96,0.000339524747047029
2708,destruction,n,12356,0.92,0.000339524747047029
2728,strategic,j,12347,0.92,0.000339116282573907
2633,minor,j,12346,0.96,0.000339070897632449
2711,tissue,n,12342,0.92,0.000338889357866617
2756,terror,n,12342,0.90,0.000338889357866617
2677,portrait,n,12340,0.94,0.000338798587983701
2679,survival,n,12335,0.94,0.000338571663276411
2652,pregnant,j,12329,0.96,0.000338299353627664
2759,elite,n,12329,0.90,0.000338299353627664
2783,interpret,v,12321,0.89,0.000337936274096
2656,personally,r,12317,0.95,0.000337754734330168
2703,penalty,n,12310,0.93,0.000337437039739962
2701,disagree,v,12280,0.93,0.000336075491496223
2667,house,v,12268,0.95,0.000335530872198728
2657,wonder,n,12265,0.96,0.000335394717374354
2714,stranger,n,12261,0.93,0.000335213177608522
2886,external,j,12260,0.86,0.000335167792667064
2830,bake,v,12253,0.88,0.000334850098076858
2777,champion,n,12247,0.90,0.000334577788428111
2803,satisfaction,n,12237,0.89,0.000334123939013531
2670,rank,n,12236,0.95,0.000334078554072073
2776,gently,r,12233,0.90,0.000333942399247699
2684,bunch,n,12225,0.95,0.000333579319716035
2838,relevant,j,12212,0.88,0.000332989315477082
2726,dispute,n,12203,0.93,0.00033258085100396
2680,roughly,r,12200,0.95,0.000332444696179586
2709,bear,n,12194,0.94,0.000332172386530839
2813,similarly,r,12180,0.89,0.000331536997350427
2695,communicate,v,12179,0.95,0.000331491612408969
2718,apple,n,12172,0.93,0.000331173917818763
2884,stair,n,12171,0.86,0.000331128532877305
2999,counselor,n,12170,0.81,0.000331083147935847
2682,bottom,j,12169,0.95,0.00033103776299439
2862,terrorist,n,12169,0.87,0.00033103776299439
2735,cousin,n,12155,0.93,0.000330402373813978
2774,concentration,n,12146,0.91,0.000329993909340856
2672,ahead,i,12125,0.96,0.000329040825570239
2853,smell,n,12123,0.88,0.000328950055687323
2768,solar,j,12121,0.91,0.000328859285804407
2745,adviser,n,12112,0.93,0.000328450821331286
2817,mode,n,12107,0.89,0.000328223896623996
2724,virus,n,12106,0.93,0.000328178511682538
2750,incentive,n,12105,0.92,0.00032813312674108
2797,salad,n,12103,0.90,0.000328042356858164
2796,hunting,n,12100,0.90,0.00032790620203379
2717,broken,j,12097,0.94,0.000327770047209416
2794,senator,n,12091,0.91,0.000327497737560668
2699,profile,n,12089,0.95,0.000327406967677752
2733,statistics,n,12086,0.93,0.000327270812853379
2800,boundary,n,12082,0.90,0.000327089273087547
2722,bet,v,12079,0.94,0.000326953118263173
2673,clothing,n,12078,0.96,0.000326907733321715
2757,though,r,12073,0.92,0.000326680808614425
2744,genetic,j,12069,0.93,0.000326499268848593
2761,dirt,n,12063,0.92,0.000326226959199845
2931,representation,n,12063,0.85,0.000326226959199845
2819,imply,v,12061,0.90,0.000326136189316929
2706,advance,v,12056,0.95,0.00032590926460964
2686,wind,v,12054,0.96,0.000325818494726724
2688,burden,n,12054,0.96,0.000325818494726724
2758,expansion,n,12054,0.92,0.000325818494726724
2748,retain,v,12041,0.93,0.00032522849048777
2690,chamber,n,12034,0.96,0.000324910795897564
2704,match,n,12025,0.95,0.000324502331424443
2738,initially,r,12022,0.94,0.000324366176600069
2837,diverse,j,12015,0.89,0.000324048482009863
2808,awareness,n,12013,0.91,0.000323957712126947
2957,correspondent,n,12008,0.85,0.000323730787419657
2719,electric,j,12007,0.95,0.000323685402478199
2752,chemical,j,12006,0.93,0.000323640017536741
2739,blind,j,12005,0.94,0.000323594632595283
2693,string,n,11974,0.96,0.000322187699410087
2736,encounter,v,11974,0.94,0.000322187699410087
2734,shopping,n,11957,0.94,0.000321416155405301
2769,decline,n,11956,0.92,0.000321370770463843
2743,electricity,n,11954,0.94,0.000321280000580927
2912,constitute,v,11945,0.87,0.000320871536107806
2763,rice,n,11944,0.93,0.000320826151166348
2770,conservative,n,11941,0.92,0.000320689996341974
2771,process,v,11940,0.92,0.000320644611400516
2694,ceremony,n,11923,0.97,0.00031987306739573
2741,port,n,11893,0.95,0.000318511519151991
2698,lost,j,11886,0.97,0.000318193824561786
2746,pay,n,11883,0.94,0.000318057669737412
2780,reflection,n,11882,0.93,0.000318012284795954
2689,react,v,11874,0.97,0.00031764920526429
2710,unlikely,j,11869,0.96,0.000317422280557
2751,slave,n,11863,0.94,0.000317149970908252
2767,chart,n,11861,0.93,0.000317059201025337
2762,odd,j,11849,0.94,0.000316514581727841
2804,journal,n,11849,0.92,0.000316514581727841
2716,cabinet,n,11846,0.96,0.000316378426903467
2816,testify,v,11843,0.91,0.000316242272079093
2754,accurate,j,11842,0.94,0.000316196887137635
2880,intellectual,j,11842,0.89,0.000316196887137635
2812,deck,n,11830,0.92,0.00031565226784014
2855,transfer,n,11830,0.90,0.00031565226784014
2729,assistant,n,11828,0.96,0.000315561497957224
2792,recommendation,n,11824,0.93,0.000315379958191392
2727,fortune,n,11815,0.96,0.00031497149371827
2740,white,n,11815,0.95,0.00031497149371827
2720,proceed,v,11808,0.96,0.000314653799128064
2730,overcome,v,11801,0.96,0.000314336104537859
2781,revolution,n,11800,0.93,0.000314290719596401
2907,characterize,v,11799,0.88,0.000314245334654943
2773,stick,n,11795,0.94,0.000314063794889111
2787,detect,v,11776,0.93,0.00031320148100141
2721,track,v,11773,0.96,0.000313065326177036
2732,occupy,v,11756,0.96,0.00031229378217225
2778,scenario,n,11747,0.94,0.000311885317699129
2879,prior,i,11746,0.90,0.000311839932757671
2753,translate,v,11722,0.95,0.00031075069416268
2993,framework,n,11710,0.85,0.000310206074865184
2764,bullet,n,11706,0.95,0.000310024535099352
2818,dialogue,n,11706,0.92,0.000310024535099352
2786,fiction,n,11701,0.94,0.000309797610392062
2897,rub,v,11695,0.89,0.000309525300743315
2861,treaty,n,11689,0.91,0.000309252991094567
2937,emission,n,11688,0.88,0.000309207606153109
2731,remarkable,j,11683,0.96,0.000308980681445819
2850,offense,n,11680,0.91,0.000308844526621445
2790,tremendous,j,11678,0.94,0.000308753756738529
2851,counter,n,11676,0.91,0.000308662986855613
2893,tongue,n,11674,0.89,0.000308572216972697
2805,bench,n,11666,0.93,0.000308209137441034
2932,deer,n,11665,0.88,0.000308163752499576
3044,ski,n,11656,0.83,0.000307755288026454
2742,honor,v,11653,0.96,0.00030761913320208
2795,market,v,11650,0.94,0.000307482978377706
2765,tight,j,11641,0.95,0.000307074513904585
2856,thirty,m,11637,0.92,0.000306892974138753
2846,shooting,n,11633,0.92,0.000306711434372921
2772,square,j,11630,0.95,0.000306575279548547
2824,advanced,j,11626,0.93,0.000306393739782715
2839,ideal,j,11609,0.92,0.00030562219577793
2919,comprehensive,j,11602,0.89,0.000305304501187724
2958,pale,j,11598,0.88,0.000305122961421892
2831,freeze,v,11596,0.93,0.000305032191538976
2834,sink,v,11592,0.93,0.000304850651773144
2827,aircraft,n,11591,0.93,0.000304805266831686
2863,insight,n,11591,0.92,0.000304805266831686
2852,DNA,n,11580,0.92,0.000304306032475649
2868,extensive,j,11580,0.92,0.000304306032475649
2822,founder,n,11570,0.93,0.000303852183061069
2821,mutual,j,11566,0.93,0.000303670643295237
2860,craft,n,11559,0.92,0.000303352948705031
2789,likely,r,11551,0.95,0.000302989869173368
2878,considerable,j,11544,0.91,0.000302672174583162
2782,strip,n,11543,0.95,0.000302626789641704
2766,Bible,n,11539,0.96,0.000302445249875872
2788,balance,v,11536,0.95,0.000302309095051498
2799,innocent,j,11530,0.95,0.000302036785402751
2960,significance,n,11520,0.88,0.000301582935988171
2833,finance,n,11501,0.94,0.000300720622100469
2806,lover,n,11499,0.95,0.000300629852217554
2872,tire,v,11494,0.92,0.000300402927510264
2926,introduction,n,11483,0.90,0.000299903693154226
2864,possess,v,11474,0.93,0.000299495228681105
2909,profession,n,11469,0.91,0.000299268303973815
2943,oven,n,11454,0.89,0.000298587529851945
2982,garlic,n,11449,0.87,0.000298360605144655
2815,pole,n,11446,0.95,0.000298224450320281
2845,evolve,v,11442,0.93,0.00029804291055445
2904,defensive,j,11442,0.91,0.00029804291055445
2798,guarantee,v,11430,0.96,0.000297498291256954
2857,justify,v,11409,0.93,0.000296545207486337
2950,variation,n,11403,0.89,0.000296272897837589
2823,top,i,11397,0.95,0.000296000588188841
2936,pollution,n,11396,0.90,0.000295955203247383
2849,assistant,j,11391,0.94,0.000295728278540094
2814,newly,r,11388,0.95,0.00029559212371572
2854,potentially,r,11387,0.94,0.000295546738774262
2944,distinction,n,11383,0.90,0.00029536519900843
2903,fade,v,11373,0.92,0.00029491134959385
2921,presentation,n,11372,0.91,0.000294865964652392
2890,sudden,j,11370,0.92,0.000294775194769476
2829,mainly,r,11367,0.95,0.000294639039945102
2793,flow,v,11365,0.96,0.000294548270062186
2784,friendly,j,11360,0.97,0.000294321345354897
2913,establishment,n,11355,0.91,0.000294094420647607
2810,withdraw,v,11352,0.96,0.000293958265823233
2802,remote,j,11346,0.96,0.000293685956174485
2811,general,n,11344,0.96,0.000293595186291569
2871,swim,v,11342,0.93,0.000293504416408653
2928,pretend,v,11330,0.91,0.000292959797111158
2842,regularly,r,11329,0.95,0.0002929144121697
2809,surprising,j,11327,0.96,0.000292823642286784
2865,politically,r,11324,0.94,0.00029268748746241
2942,earnings,n,11324,0.90,0.00029268748746241
2828,delivery,n,11323,0.95,0.000292642102520952
2997,psychology,n,11316,0.88,0.000292324407930746
2807,raw,j,11310,0.96,0.000292052098281998
2775,complicated,j,11306,0.98,0.000291870558516167
2820,naturally,r,11304,0.96,0.000291779788633251
2874,loose,j,11299,0.94,0.000291552863925961
2929,not,c,11295,0.91,0.000291371324160129
2791,lifetime,n,11293,0.97,0.000291280554277213
3034,frequency,n,11284,0.86,0.000290872089804091
2914,squeeze,v,11280,0.92,0.000290690550038259
2866,tap,v,11279,0.94,0.000290645165096801
2844,singer,n,11277,0.95,0.000290554395213886
2859,crash,n,11250,0.94,0.000289329001794521
2881,mix,n,11247,0.94,0.000289192846970147
2841,worth,n,11237,0.95,0.000288738997555567
3016,differ,v,11222,0.88,0.000288058223433698
2832,platform,n,11209,0.96,0.000287468219194744
2883,relax,v,11202,0.94,0.000287150524604538
2843,working,j,11200,0.96,0.000287059754721622
2867,lie,n,11199,0.95,0.000287014369780164
2917,mask,n,11196,0.93,0.000286878214955791
2870,double,v,11195,0.95,0.000286832830014333
2858,protest,n,11181,0.95,0.000286197440833921
2840,joy,n,11171,0.96,0.000285743591419341
2826,dismiss,v,11160,0.97,0.000285244357063304
3041,galaxy,n,11159,0.87,0.000285198972121846
2967,leather,n,11155,0.91,0.000285017432356014
2892,violation,n,11154,0.94,0.000284972047414556
2911,spot,v,11143,0.93,0.000284472813058518
2889,headquarters,n,11135,0.94,0.000284109733526855
2900,favorite,n,11134,0.94,0.000284064348585397
2847,partly,r,11132,0.96,0.000283973578702481
2899,entrance,n,11121,0.94,0.000283474344346443
2835,attractive,j,11119,0.97,0.000283383574463527
2873,fault,n,11116,0.95,0.000283247419639153
2935,partnership,n,11115,0.92,0.000283202034697695
2891,dirty,j,11112,0.94,0.000283065879873322
2825,pride,n,11107,0.97,0.000282838955166032
2910,alter,v,11106,0.94,0.000282793570224574
2848,unknown,j,11095,0.96,0.000282294335868536
2908,funeral,n,11086,0.94,0.000281885871395414
2836,respect,v,11083,0.97,0.000281749716571041
3079,PC,n,11072,0.86,0.000281250482215003
2869,episode,n,11070,0.96,0.000281159712332087
2969,evolution,n,11066,0.91,0.000280978172566255
2898,controversy,n,11054,0.94,0.00028043355326876
3206,shit,n,11047,0.82,0.000280115858678554
2922,regardless,r,11042,0.94,0.000279888933971264
2882,assault,n,11039,0.95,0.00027975277914689
2905,tragedy,n,11039,0.94,0.00027975277914689
3045,limitation,n,11038,0.88,0.000279707394205432
2885,adventure,n,11031,0.95,0.000279389699615226
3015,palm,n,11014,0.89,0.000278618155610441
2956,honey,n,11009,0.92,0.000278391230903151
2974,grandfather,n,11003,0.91,0.000278118921254403
2877,originally,r,10995,0.96,0.00027775584172274
2918,convert,v,10990,0.94,0.00027752891701545
2954,adapt,v,10987,0.93,0.000277392762191076
2895,hold,n,10984,0.95,0.000277256607366702
2930,elderly,j,10976,0.94,0.000276893527835038
2925,stable,j,10964,0.94,0.000276348908537543
3025,composition,n,10961,0.89,0.000276212753713169
2916,target,v,10960,0.95,0.000276167368771711
3124,narrative,n,10954,0.85,0.000275895059122963
2976,buyer,n,10953,0.92,0.000275849674181505
2953,stress,v,10951,0.93,0.000275758904298589
2920,prominent,j,10948,0.95,0.000275622749474215
2894,license,n,10943,0.95,0.000275395824766926
3267,gifted,j,10941,0.80,0.00027530505488401
2952,radical,j,10924,0.93,0.000274533510879224
2963,vessel,n,10920,0.93,0.000274351971113392
2906,net,n,10918,0.95,0.000274261201230477
2915,imagination,n,10913,0.95,0.000274034276523187
3077,derive,v,10913,0.87,0.000274034276523187
2983,capability,n,10906,0.92,0.000273716581932981
2987,stability,n,10901,0.91,0.000273489657225691
2875,free,v,10898,0.97,0.000273353502401317
3067,porch,n,10894,0.88,0.000273171962635485
2964,storage,n,10893,0.93,0.000273126577694027
2896,shelter,n,10891,0.96,0.000273035807811111
2981,instance,n,10885,0.92,0.000272763498162364
2961,load,n,10869,0.93,0.000272037339099036
2939,vital,j,10866,0.94,0.000271901184274662
2876,shortly,r,10864,0.97,0.000271810414391746
2901,practice,v,10858,0.96,0.000271538104742999
